,marketSegment,name,slug,ticker,totalSupply
1462,Other,Ormeus Ecosystem,ormeus-ecosystem,ECO,5000000000
1463,Decentralized Exchange,Mdex,mdex,MDX,1060000000
1464,Gambling,Decentral Games,decentral-games,DG,1000000
1465,Other,Vinci,vinci,VINCI,300000000
1466,Tokenization,VNX,vnx,VNXLU,80000000
1467,Trading,CAPITAL X CELL,capital-x-cell,CXC,400552000
1468,Privacy,suterusu,suterusu,SUTER,10000000000
1469,DeFi,LocalCryptos ,localcryptos,LCR,
1470,Financial,EXMR,exmr,EXMR,0
1471,Protocol,HOPR,hopr,HOPR,249235880
1472,Lending,Liquity,liquity,LQTY,100000000
1473,Stablecoin,Single Collateral DAI,dai,SAI,6660106.02362148
1474,Decentralized Exchange,DeFiChain,defichain,DFI,784881510.3564407
1475,Marketplace,ShareToken,sharetoken,SHR,6434460139.8
1476,,Venus LTC,venus-ltc,vLTC,4142378
1477,Marketplace,Safex Token,safex-token,SFT,1885974016
1478,Trading,Blockium,blockium,BOK,650000000
1479,DeFi,Connext,connext,CNX,
1480,Ethereum,Chi Gastoken,chi-gastoken,CHI,1155019
1481,Ethereum,LIFE,life,LIFE,99999999999.99998
1482,Real Estate,Fortem Capital,fortem-capital,FCQ,210000000
1483,Bitcoin,BTCPay,btcpay,BCP,
1484,Platform,Nord Finance,nord-finance,NORD,9800000
1485,Decentralized Exchange,Aphelion,aphelion,APH,70188440
1486,,Unicly Mystic Axies Collection,unicly-mystic-axies-collection,UAXIE,10000000
1487,Exchange,VNX Exchange,vnx-exchange,VNXLU,80000000
1488,Interoperability,Fusion,fusion,FSN,70354038.92307134
1489,Exchange,ZB Token,zb,ZB,2100000000
1490,Data,MVL,mvl,MVL,27802958863.1027
1491,Blockchain Service,Zebi,zebi,ZCO,450099286.73634
1492,Cloud Storage,Filenet,filenet,FN,0
1493,Solana,Star Atlas,star-atlas,ATLAS,36000000000
1494,Platform,Medium,medium,MDM,1000000000
1495,DeFi,Lendf,lendf,LFM,
1496,DeFi,Sablier,sablier,SAB,
1497,DeFi,Bao Finance,bao-finance,BAO,560270974250
1498,Privacy,Aidos Kuneen,aidos-kuneen,ADK,25000000
1499,Social,Rally,rally,RLY,15000000000
1500,,Venus SXP,vsxp,vSXP,396674884
1501,,AC Milan Fan Token,ac-milan-fan-token,ACM,20000000
1502,Investments,CoTrader,cotrader,COT,20000000000
1503,Solana,Star Atlas DAO,star-atlas-polis,POLIS,360000000
1504,Other,Mogu,mogu,MOGX,1000000000
1505,DeFi,Portis,portis,PRT,
1506,DeFi,Alchemix,alchemix,ALCX,1840010.19767978
1507,Financial,KickToken,kickico,KICK,1251233467898.1963
1508,Cloud Computing,CONUN,conun,CON,5000000000
1509,Fund,Xdef Finance,xdef-finance,XDEF2,17000000
1510,,Cratos,cratos,CRTS,100000000000
1511,Cryptocurrency,NPCoin,npcoin,NPC,150000000
1512,Gambling,BetProtocol,betprotocol,BEPRO,10000000000
1513,Network,Orchid,orchid,OXT,1000000000
1514,Smart Contracts,RSK,rsk,RSK,
1515,DeFi,Unistake,unistake,UNISTAKE,279999999.9998125
1516,,Infinitecoin,infinitecoin,IFC,90706170021.14714
1517,,X-CASH,x-cash,XCASH,62820378619
1518,Other,Davion,davion,DAVP,42000000
1519,,CoinLoan,coinloan,CLT,22000000
1520,Cryptocurrency,Zynecoin,zynecoin,ZYN,96017250
1521,,Royale Finance,royale-finance,ROYA,72000000
1522,Cryptocurrency,Enzo,enzo,NZO,21000000000
1523,Exchange,ZBG Token,zbg-token,ZT,500000000
1524,Decentralized Exchange,Sparkswap,sparkswap,SPR,
1525,Exchange,Coinsbit Token,coinsbit-toke,CNB,1350000000
1526,Stablecoin,dForce USDx,usdx-stablecoin,USDX,7079558.7412
1527,,San Index,sanx,SANX,
1528,Blockchain Network,Tachyon Protocol,tachyon-protocol,IPX,1000000000
1529,IoT,ROAD,road,ROAD,2000000000
1530,Lending,Multiplier,bmultiplier,BMXX,1047729.586219
1531,Decentralized Exchange,Tokenlon Network Token,tokenlon-network-token,LON,116298814.85629334
1532,,Complete New Commerce Chain,complete-new-commerce-chain,CNCC,
1533,Ethereum,Immutable X,immutable-x,IMX,2000000000
1534,Travel,Travala,travala,AVA,61011389
1535,DeFi,AntiMatter,antimatter,MATTER,100000000
1536,Media,Audius,audius,AUDIO,1135108974
1537,DeFi,One Share,one-share,ONS,100001
1538,Blockchain Network,Ethereum Push Notification Service,epns,PUSH,100000000
1539,Financial,The Transfer Token,the-transfer-token,TTT,2000000000
1540,,Mirrored ProShares VIX,mirrored-proshares-vix-short-term-futures-etf,mVIXY,2204232.270521
1541,Data,Revolution Populi,revolution-populi,RVP,2000000000
1542,Exchange,NOW Token,now-token,NOW,199763509.8661694
1543,,WELL,well-token,WELL,1496163846
1544,Other,Orient Walt,orient-walt,HTDF,96000000
1545,,Pizza,pizza,PIZZA,1000000000
1546,Financial,3X Short Bitcoin Token,3x-short-bitcoin-token,BEAR,178313.91665
1547,DeFi,Bounce Token,bounce,AUCTION,2083955.597602
1548,Blockchain Network,LUKSO,lukso,LYXe,100000000
1549,Protocol,Ethereum Name Service,ethereum-name-service,ENS,100000000
1550,DeFi,Visor.Finance,visor-finance,VISR,100000000
1551,Financial,3X Long Bitcoin Token,3x-long-bitcoin-token,BULL,454.930863
1552,Stablecoin,Neutrino USD,neutrino-dollar,USDN,680266898.5042378
1553,,GoCrypto Token,gocrypto-token,GOC,299095759
1554,,Venus LINK,venus-link,vLINK,30907312
1555,Insurance,InsurAce,insurace,INSUR,100000000
1556,Trading,TROY,troy,TROY,10000000000
1557,,Centric Swap,centric-swap,CNS,1112306994.5368803
1558,Stablecoin,Tether Gold,tether-gold,XAUT,246524
1559,Platform,DATA,data,DTA,11499999989
1560,Financial,MATH,math,MATH,200000000
1561,Media,Keystone of Opportunity & Knowledge,keystone-of-opportunity-knowledge,KOK,5000000000
1562,Exchange,WazirX,wazirx,WRX,962646668.99
1563,Other,ARCS,arcs,ARX,400000000
1564,Data,Big Data Protocol,big-data-protocol,BDP,64923252.85185185
1565,DeFi,Idle,idle,IDLE,
1566,DeFi,Lock,lock,LOCK,
1567,,ScPrime,scprime,SCP,46313031
1568,DeFi,Torque,torque,TRQ,
1569,DeFi,Inverse Finance,inverse-finance,INV,245000
1570,,Spartan Protocol,spartan-protocol,SPARTA,119563594.44988012
1571,,NFT Index,nft-index,NFTI,2230.17
1572,Stablecoin,USDX [Kava],usdx-kava,USDX,107526703
1573,Ethereum,K21,k21,K21,21000000
1574,,Hydro,hydro,HYDRO,111111110.9
1575,Blockchain Network,Orbit Chain,orbit-chain,ORC,957500227.9762206
1576,DeFi,pTokens,ptokens,PTK,
1577,Ethereum,Hoge Finance,hoge-finance,HOGE,398806755521.53046
1578,,Thorstarter,thorstarter,XRUNE,500000000
1579,DeFi,HyperDAO,hyperdao,HDAO,
1580,,Joint Ventures,joint-ventures,JOINT,616000000
1581,Platform,apM Coin,apm-coin,APM,1812500000
1582,,Degenerator Meme,degenerator-meme,MEME,28000
1583,,Swarm Markets,swarm-markets,SMT,250000000
1584,DeFi,Mars,mars,Mars,0
1585,Blockchain Service,Handshake,handshake,HNS,2040000000
1586,,Synthetify,synthetify,SNY,100000000
1587,Tokenization,Perth Mint Gold Token,perth-mint-gold-token,PMGT,1231.82984
1588,,Validity,validity,VAL,4712701.94732141
1589,Platform,Keep3rV1,keep3rv1,KP3R,425178
1590,Gaming,Alien Worlds,alien-worlds,TLM,5617135616
1591,,GravityCoin,gravitycoin,GXX,7137564.294365
1592,Protocol,Tokemak,tokemak,TOKE,100000000
1593,,Incognito,incognito,PRV,
1594,,AstroTools,astrotools,ASTRO,5000000
1595,Protocol,TTC,ttc-protocol,TTC,866531275.933
1596,,Mirrored Amazon,mirrored-amazon,mAMZN,640.186004
1597,,Coin Artist,coin-artist,COIN,3470000
1598,Tokenization,Standard Tokenization Protocol,stpt,STPT,1942420283
1599,Other,Observer,observer,OBSR,14000000000
1600,,sXAU,sxau,sXAU,
1601,Lending,Cred,libra-credit,LBA,1000000000
1602,Blockchain Network,Elixxir,elixxir,XX,
1603,Exchange,Unizen,unizen,ZCX,0
1604,,AXEL,axel,AXEL,770933110.5085934
1605,,Oxbull.tech,oxbull-tech,OXB,9766060
1606,Binance,Rupiah Token,rupiah-token,IDRT,130112000000
1607,Interoperability,Unifi Protocol DAO,unifi-protocol-dao,UNFI,8629041.51706566
1608,Lending,XCredit,xcredit,XFYI,0
1609,Trading,Aurox,urus,URUS,1000000
1610,Gaming,Exeedme,exeedme,XED,100000000
1611,,WeOwn,we-own,CHX,168956522.0930844
1612,,TopBidder,topbidder,BID,100000000
1613,DeFi,merkleX,merklex,MKX,
1614,Cryptocurrency,ParallelCoin,parallelcoin,DUO,314718.641345
1615,Protocol,Radix,radix,EXRD,0
1616,Trading,Shadows,shadows,DOWS,39500000
1617,Platform,SparkPoint,sparkpoint,SRK,13344612245.205578
1618,Ethereum,Tenset,tenset,10SET,210000000
1619,,Kobocoin,kobocoin,KOBO,24700247.684453
1620,Blockchain Network,DigiByte,digibyte,DGB,15808102259.68207
1621,DeFi,Ethereum Yield,ethereum-yield,ETHY,500000
1622,Blockchain Service,Project Coin,project-coin,PRJ,56834485.351899
1623,Financial,Bondly,bondly,BONDLY,983620758
1624,Tokenization,DEUS Finance,deus-finance,DEUS,1793062.577204
1625,Infrastructure,Kylin,kylin,KYL,1000000000
1626,,ChainLink [on Polygon],p-chainlink,LINK,1000000000
1627,Binance,Genesis Shards,genesis-shards,GS,208911248
1628,Decentralized Exchange,Bancor,bancor,BNT,198857635.6791007
1629,Decentralized Exchange,WOOF,woof,WOOF,17902999424
1630,,SYNC Network,sync-network,SYNC,156922220.18177983
1631,,Falcon Project,falcon-project,FNT,99360000000
1632,,Global Coin Research,global-coin-research,GCR,4000000
1633,,Vabble,vabble,VAB,1456250000
1634,Interoperability,EasyFi,easyfi,EASY,10000000
1635,Data,Ocean Protocol,ocean-protocol,OCEAN,613099141
1636,Decentralized Exchange,1inch,1inch,1INCH,1500000000
1637,Gaming,MMOCoin,mmocoin,MMO,118993176.77355419
1638,Platform,PARSIQ,parsiq,PRQ,310256872
1639,Financial,Paypolitan Token,paypolitan-token,EPAN,94697000
1640,Ethereum,Paint,paint,PAINT,0
1641,Financial,BSCPAD,bscpad,BSCPAD,175600000
1642,,Ethereum Stake,ethereum-stake,ETHYS,500000
1643,,Crust Shadow,crust-shadow,CSM,200000000
1644,,AXPR,axpr-token,AXPR,344674001.40087
1645,,Receive Access Ecosystem,receive-access-ecosystem,RAE,6184935.69204759
1646,,ExNetwork Token,exnetwork-token,EXNT,100000000
1647,Financial,Iconiq Lab,iconiq-lab-token,ICNQ,20000000
1648,Other,Trustlines Network Token,trustlines,TLN,
1649,DeFi,DEOR,deor,DEOR,0
1650,Other,Acute Angle Cloud,acute-angle-cloud,AAC,1000000000
1651,Stablecoin,Frax,frax,FRAX,1177827326.530852
1652,,Polkalokr,polkalokr,LKR,100000000
1653,Exchange,Huobi Pool Token,huobi-pool-token,HPT,8537173495.276
1654,Blockchain Network,CasperLabs,casperlabs,CLX,
1655,Lending,Yield,yield,YLD,0
1656,,StakedZEN,stakedzen,STZEN,16075.22044141
1657,,Uquid Coin,uquid_coin,UQC,40000000
1658,Ethereum,DEAPcoin,deapcoin,DEP,30000000000
1659,Stablecoin,JUST Stablecoin,just-stablecoin,USDJ,4227158.28542326
1660,Lending,JUST,just,JST,9900000000
1661,Infrastructure,KardiaChain,kardiachain,KAI,5000000000
1662,Interoperability,PCHAIN,pchain,PI,1561546868
1663,Blockchain Network,Seele-N,seele,SEELE,30000000000
1664,Platform,Revain,revain,REV,85061485689.83401
1665,Financial,Pundi X[new],pundix-new,PUNDIX,258491637.23
1666,Ethereum,Minty Art,minty-art,MINTY,0
1667,DeFi,SURF Finance,surf,SURF,0
1668,Sports,Paris Saint-Germain Fan Token,paris-saint-germain-fan-token,PSG,20000000
1669,Cryptocurrency,I/O Coin,iocoin,IOC,19623862.47434563
1670,Ethereum,Kishu Inu,kishu-inu,KISHU,96835135595251650
1671,Sports,Juventus Fan Toke,juventus-fan-token,JUV,20000000
1672,Decentralized Exchange,Switch,switch,ESH,12113793.0641682
1673,Financial,Flexacoin,flexacoin,FXC,7273713838
1674,,Compound Dai,compound-dai,CDAI,2025596474
1675,,Compound USD Coin,compound-usd-coin,CUSDC,9803299805.03644
1676,,Compound Ether,compound-ether,CETH,0
1677,Protocol,THORChain,thorchain,RUNE,334937974.91478544
1678,DeFi,Bifrost,bifrost,BFC,2368584074
1679,Cryptocurrency,Gold Poker,gold-poker,GPKR,6061848.762569
1680,Lending,Ruler Protocol,ruler-protocol,RULER,0
1681,Blockchain Service,Totem,totem,TOTEM,
1682,DeFi,YVS.Finance,yvs-finance,YVS,1853610.1820075
1683,Gaming,Smooth Love Potion,small-love-potion,SLP,42669646733
1684,Marketplace,WAX,wax,WAXP,3960913516.459444
1685,Blockchain Service,Constellation,constellation,DAG,3711998690.36
1686,Smart Contracts,Ethereum Classic,ethereum-classic,ETC,210700000
1687,Financial,FinNexus,finnexus,FNX,176495406.66
1688,Cloud Computing,Render Token,render-token,RNDR,530962614.97878325
1689,,Creditcoin,creditcoin,CTC,599999997
1690,Gaming,Yield Guild Games,yield-guild-games,YGG,1000000000
1691,Decentralized Exchange,Peanut,peanut,NUX,50000000
1692,,renBTC,renbtc,RENBTC,
1693,DeFi,Ampleforth Governance Token,ampleforth-governance-token,FORTH,15297897.14455933
1694,Protocol,Olympus,olympus,OHM,1416029
1695,Marketplace,StormX,stormx,STMX,12500000000
1696,Data,Boson Protocol,boson-protocol,BOSON,200000000
1697,Marketplace,RING X PLATFORM,ring-x-platform,RINGX,357117790.3168
1698,Trading,HEX,hex,HEX,633542658973
1699,DeFi,KINE,kine,KINE,0
1700,DeFi,WaykiChain Governance Coin,waykichain-governance-coin,WGRT,21000000000
1701,Sports,All Sports,all-sports,SOC,1500000000
1702,Decentralized Exchange,Kyber Network Crystal,kyber-network,KNC,223368900
1703,Financial,Morpheus Network,morpheus-network,MNW,47897218
1704,,Whole Network,whole-network,NODE,10000000000
1705,Exchange,LCX,lcx,LCX,950000000
1706,Marketplace,Treecle,treecle,TRCL,996547634.738623
1707,Marketplace,Robonomics Web Services,robonomics-web-services,RWS,
1708,Financial,BTSE,btse,BTSE,165904711
1709,Gaming,Crowns,crowns,CWS,10000000
1710,Infrastructure,Radicle,radicle,RAD,99998580
1711,Decentralized Exchange,Smoothy,smoothy,SMTY,100000000
1712,Lending,Xend Finance,xend-finance,XEND,200000000
1713,Interoperability,Popsicle Finance,popsicle-finance,ICE,11248229.1
1714,,Unicly Hashmasks Collection,unicly-hashmasks-collection,UMASK,100000000
1715,Decentralized Exchange,BakeryToken,bakerytoken,BAKE,289770587.99914014
1716,,CHADS VC,chads-vc,CHADS,58255955.31046337
1717,Exchange,Hoo Token,hoo-token,HOO,100000000
1718,DeFi,NEST Protocol,nest-protocol,NEST,9978035000
1719,Ethereum,Portion,portion,PRT,1500000000
1720,Trading,Orion Protocol,orion-protocol,ORN,100000000
1721,,1-UP Platform,1-up,1-UP,61170994
1722,Cryptocurrency,Dogelon Mars,dogelon,ELON,1000000000000000
1723,,Multiplier,multiplier,MXX,186586282.17457947
1724,Data,Decentr,decentr,DEC,1000000000
1725,Decentralized Exchange,MCDex,mcdex,MCB,2268644
1726,DeFi,Alchemist,alchemist,MIST,1138093
1727,,Dfyn Network,dfyn-network,DFYN,198284457
1728,Lending,yearn.finance,yearn-finance,YFI,36666
1729,Marketing,LunchMoney,lunchmoney,LMY,189000000
1730,Insurance,Wrapped NXM,wrapped-nxm,WNXM,6784822.42101908
1731,Protocol,Liquidity Dividends Protocol,liquidity-dividends-protocol,LID,0
1732,Social,SHIBA INU,shiba-inu,SHIB,589735030408322.8
1733,,IG Gold,ig-gold,IGG,48132126676
1734,Investments,Republic Note,republicnote,RPN,
1735,DeFi,Method Finance,method-finance,MTHD,100000000
1736,Exchange,Bitbns,bitbns,BNS,
1737,Marketing,WOM Protocol,wom-protocol,WOM,1000000000
1738,DeFi,Tendies,tendies,TEND,7896632.18027489
1739,DeFi,Antiample,antiample,XAMP,
1740,,AGA Token,aga,AGA,5999999.4
1741,Gaming,Fear NFTs,fear-nfts,FEAR,65000000
1742,,Libertas Token,libertas-token,LIBERTAS,100000000
1743,Sports,Sport and Leisure,sport-and-leisure,SNL,963252000
1744,Social,Mask Network,mask-network,MASK,100000000
1745,Supply,SUKU,suku,SUKU,1500000000
1746,Exchange,AAX Token,aax-token,AAB,25000000.00000028
1747,Cryptocurrency,Sora,sora,XOR,406855.25444109
1748,Financial,MobileCoin,mobilecoin,MOB,250000000
1749,Prediction Market,Spore Finance,spore-finance,SPORE,16495545592621500
1750,,Vanilla Network,vanilla-network,VNLA,799908.839536
1751,Tron,APENFT,apenft,NFT,999990000000000
1752,Protocol,Dos Network,dos-network,DOS,949292114.345
1753,Data,bAlpha,balpha,BALPHA,17999.1
1754,Lending,DeFiPie,defipie,PIE,0
1755,Prediction Market,Augur,augur,REP,11000000
1756,Stablecoin,Origin Dollar,origin-dollar,OUSD,49368314.65808348
1757,Ethereum,Zap,zap,ZAP,520000000
1758,Blockchain Service,Truebit,truebit,TRU,279976074
1759,Entertainment,SOMESING,somesing,SSX,6000000000
1760,Tokenization,Fabric,fabric,FAB,500000000
1761,DeFi,CBDAO,cbdao,SBREE,1508819
1762,Gaming,Tacos,tacos,TACO,0
1763,DeFi,RMPL,rmpl,RMPL,706101
1764,Gaming,Ethverse,ethverse,ETHV,36968268.00915949
1765,DeFi,SafeMoon,safemoon,SAFEMOON,0
1766,DeFi,Coin98,coin98,C98,1000000000
1767,,PieDAO DEFI++,piedao-defi,DEFI++,335150
1768,Social,Kiba Inu,kiba-inu,KIBA,1000000000000
1769,Energy,SunContract,sun-contract,SNC,122707502.69296218
1770,Ethereum,Strong,strong,STRONG,523990
1771,DeFi,DXdao,dxdao,DXD,148977
1772,DeFi,Plasma Finance,plasma-finance,PPAY,1000000000
1773,Gaming,Tower,tower-token,TOWER,10000000000
1774,Platform,NEAR Protocol,near-protocol,NEAR,1000000000
1775,Verification,VIDT Datalink,v-id,VIDT,1000000000
1776,DeFi,YF Link,yflink,YFL,57000
1777,Social,UREEQA,ureeqa,URQA,100000000
1778,Social,DOGEFI,dogefi,DOGEFI,
1779,Cryptocurrency,Loser Coin,loser-coin,LOWB,60296840158.155594
1780,,Aave SNX,aave-snx,aSNX,
1781,Protocol,DSLA Protocol,dsla-protocol,DSLA,5709763023
1782,Blockchain Network,Waves Enterprise,waves-enterprise,WEST,400000000
1783,Blockchain Network,Casper,casper,CSPR,11297147825
1784,Trading,PowerTrade,powertrade-fuel,PTF,400000000
1785,Blockchain Network,Chia Network,chia-network,XCH,26687981
1786,DeFi,WingShop,wingshop,WING,10000000
1787,DeFi,MixTrust,mixtrust,MXT,10000000000
1788,Platform,XTRABYTES,xtrabytes,XBY,650000000
1789,Interoperability,Keysians Network,keysians-network,KEN,10000000
1790,Ethereum,Unisocks,unisocks,SOCKS,302
1791,,Iconic Token,iconic-token,ICNQ,9809346.10211996
1792,,Bird.Money,bird-money,BIRD,140000
1793,Gambling,Meme,degenerator,MEME,28000
1794,,Pepemon Pepeballs,pepemon-pepeballs,PPBLZ,14000
1795,Ethereum,LooksRare,looksrare,LOOKS,622247000
1796,Social,Force For Fast,force-for-fast,FFF,0
1797,Marketplace,Zelwin,zelwin,ZLW,300000000
1798,DeFi,DefiDollar DAO,defidollar-dao,DFD,100000000
1799,IoT,Jasmy,jasmy,JASMY,50000000000
1800,,Ceres,ceres,CERES,6636.98458981
1801,Tron,Bridge Oracle,bridge-oracle,BRG,10000000000
1802,,Strike,strike,STRK,6540888
1803,Interoperability,Polkadot,polkadot-new,DOT,1252465606.9693966
1804,Blockchain Service,SingularityNET,singularitynet,AGIX,1214799455.2394464
1805,Lending,YUNo.finance,yuno-finance,YUNO,2648654.44990445
1806,Financial,Oxygen,oxygen,OXY,9999999993.05077
1807,Trading,Fox Trading,fox-trading,FOXT,8487614
1808,DeFi,Raydium,raydium,RAY,554999968.10279
1809,Stablecoin,Liquity USD,liquity-usd,LUSD,190245407.1481157
1810,Trading,Quantfury Token,quantfury-token,QTF,100000000
1811,Interoperability,Axis DeFi,axis-defi,AXIS,24000000
1812,Infrastructure,Pmeer,pmeer,PMEER,200287810
1813,Lending,HARD Protocol,hard-protocol,HARD,200000000
1814,,WebDollar,webdollar,WEBD,18301028628
1815,Platform,AceD,aced,ACED,250000000
1816,Platform,DegenVC,degenvc,DGVC,0
1817,DeFi,Konomi Network,konomi-network,KONO,100000000
1818,Platform,Growth DeFi,growthdefi,GRO,578594.24583325
1819,Financial,Everest,everest,ID,0
1820,DeFi,Lien,lien,LIEN,0
1821,Platform,Trias Token,trias-token,TRIAS,10000000
1822,DeFi,UniCrypt,uncx,UNCX,47650
1823,Interoperability,Darwinia Network,darwinia-network,RING,2206930164.379501
1824,Ethereum,Darwinia Commitment Token,darwinia-commitment-token,KTON,98913.49347102
1825,Marketplace,Robonomics.network,robonomics-network,XRT,9034205.34895915
1826,Platform,PolkaFoundry,polkafoundry,PKF,200000000
1827,Financial,Rio DeFi,rio-defi,RFUEL,318019580
1828,Privacy,Automata Network,automata-network,ATA,1000000000
1829,DeFi,Convex Finance,convex-finance,CVX,95939050.74565941
1830,Fund,Indexed Finance,indexed-finance,NDX,10000000
1831,Lending,Venus,venus,XVS,29745109.54
1832,Decentralized Exchange,Dextrust,dextrust,DETS,0
1833,Interoperability,Syscoin,syscoin,SYS,640953639.5785425
1834,Platform,HUNT,hunt,HUNT,199104720
1835,Infrastructure,Marlin,marlin,POND,5033753055
1836,Other,Trade Token X,trade-token-x,TIOX,223534822.66102275
1837,Marketing,Minter Network,minter-network,BIP,5783470900
1838,Protocol,HAPI,hapi-one,HAPI,591929.20666767
1839,AI,Cortex,cortex,CTXC,299792458
1840,,SmartCredit Token,smartcredit-token,SMARTCREDIT,25000000
1841,Lending,KIMCHI.finance,kimchi-finance,KIMCHI,0
1842,DeFi,Liquidity Network,liquidity-network,LQD,100000000
1843,Decentralized Exchange,BambooDeFi,bamboo-defi,BAMBOO,0
1844,Ethereum,Gitcoin,gitcoin,GTC,100000000
1845,Blockchain Network,Elrond,elrond-egld,EGLD,23016298
1846,Social,CVCoin,cvcoin,CVN,15000000
1847,Interoperability,Raze Network,raze-network,RAZE,120000000
1848,Platform,DistX,distx,DISTX,50000000
1849,,Ethereum Gold Project,ethereum-gold-project,ETGP,6000000000
1850,,Node Runners,node-runners,NDR,28000
1851,,Realio Network,realio-network,RIO,96381237.9575625
1852,,Wrapped Gen-0 CryptoKitties,wrapped-gen-0-cryptokitties,WG0,1921
1853,DeFi,Harvest Finance,harvest-finance,FARM,700442.5
1854,Marketing,Props,props,PROPS,703259044.9235393
1855,Lending,OIN Finance,oin-finance,OIN,100000000
1856,DeFi,Niftyx Protocol,shroom-finance,SHROOM,65557424
1857,Media,Earneo,earneo,RNO,650000000
1858,DeFi,Carrot,carrot,CRT,0
1859,DeFi,YFDAI.FINANCE,yfdai-finance,YF-DAI,21000
1860,Stablecoin,XSGD,xsgd,XSGD,83617320.371568
1861,,RocketX,rocket-vault-rocketx,RVF,99400000
1862,Blockchain Network,TONToken,tontoken,TON,5047558527.7
1863,,Digital Reserve Currency,digital-reserve-currency,DRC,1000000000
1864,DeFi,xDai,xdai,STAKE,8386162.48266532
1865,Financial,Celsius ,celsius,CEL,695658160
1866,DeFi,Swerve,swerve,SWRV,19700456.8155653
1867,Gaming,Lepricon,lepricon,L3P,777777777
1868,DeFi,SUN,sun,SUN,19900730
1869,DeFi,DMD,dmd,DMD,0
1870,DeFi,YFFS Finance,yffs,YFFS,0
1871,Ethereum,OpenDAO,opendao,SOS,73545908892348
1872,Exchange,Zeedex,zeedex,ZDEX,10000000
1873,DeFi,DAFI Protocol,dafi-protocol,DAFI,2250000000
1874,DeFi,Anchor Protocol,anchor-protocol,ANC,1000000000
1875,DeFi,JackPool.finance,jackpool-finance,JFI,0
1876,DeFi,BNSD Finance,bnsd-finance,BNSD,11037567.272727
1877,Cloud Storage,Aleph.im,aleph-im,ALEPH,500000000
1878,DeFi,JustLiquidity,justliquidity,JUL,963148.10248
1879,,Dracula Token,dracula-token,DRC,14761081.52830862
1880,Platform,DefiBox,defibox,BOX,5000000
1881,Financial,Alchemy Pay,alchemy-pay,ACH,10000000000
1882,Infrastructure,Sperax,sperax,SPA,4616401881.39
1883,Gaming,MyNeighborAlice,myneighboralice,ALICE,100000000
1884,Interoperability,Geeq,geeq,GEEQ,100000000
1885,Interoperability,Swingby,swingby,SWINGBY,940000000
1886,Interoperability,Ferrum Network,ferrum-network,FRM,167234716.101352
1887,Marketing,MiL.k,milk-alliance,MLK,1300000000
1888,DeFi,Hedget,hedget,HGET,1751448
1889,,Krypton Galaxy,krypton-galaxy-coin,KGC,3000000000
1890,Ethereum,Base Protocol,base-protocol,BASE,480679.61945696
1891,Smart Contracts,Phala.Network,phala-network,PHA,1000000000
1892,DeFi,SynLev,synlev,SYN,83000000
1893,,Digital Fantasy Sports,digital-fantasy-sports,DFS,50000000
1894,Prediction Market,TotemFi,totemfi,TOTM,10000000
1895,Ethereum,Terra Virtua Kolect,terra-virtua-kolekt,TVK,1200000000
1896,DeFi,Tranchess,tranchess,CHESS,300000000
1897,,Tornado,tornado,TCORE,6000
1898,,FC Barcelona Fan Token,fc-barcelona-fan-token,BAR,40000000
1899,IoT,Waltonchain,waltonchain,WTC,86263012
1900,Cryptocurrency,Symbol,symbol,XYM,7967988929.50477
1901,Masternodes,Peony,peony,PNY,249442097.8144798
1902,Social,DeXe,dexe,DEXE,96504599.33609451
1903,Lending,Wing,wing,WING,3427418.78058595
1904,Trading,Power Index Pool Token,power-index-pool-token,PIPT,199884
1905,Decentralized Exchange,ApeSwap Finance,apeswap-finance,BANANA,196890986.29075858
1906,Interoperability,Frontier,frontier,FRONT,100000000
1907,Trading,DeFi Pulse Index,defi-pulse-index,DPI,558983.42579149
1908,Social,Hamster,hamster,HAM,10000000000000000
1909,Cryptocurrency,New BitShares,new-bitshares,NBS,3600000000
1910,Interoperability,Linear,linear,LINA,10000000000
1911,DeFi,Samurai,samurai,SAM,30000
1912,,Wolves of Wall Street,wolves-of-wall-street,WOWS,27578.64448066
1913,DeFi,Float Protocol,float-protocol,BANK,287455.76627794
1914,Cloud Computing,Beowulf,beowulf,BWF,3000000000
1915,Platform,RIZON,rizon-blockchain,ATOLO,2426811190.245072
1916,Decentralized Exchange,OneSwap DAO Token,oneswap-dao-token,ONES,99995528
1917,Decentralized Exchange,Leverj,leverj,LEV,1000000000
1918,Interoperability,pNetwork,pnetwork,PNT,96775228.7096
1919,Ethereum,NFT,nft,NFT,88888888
1920,Gaming,Illuvium,illuvium,ILV,7365398.78162929
1921,Decentralized Exchange,Burger Swap,burger-swap,BURGER,17804214.56755905
1922,Protocol,Covalent,covalent,CQT,1000000000
1923,Ethereum,Ethernity Chain,ethernity-chain,ERN,30000000
1924,Trading,Newscrypto,newscrypto,NWC,270050481.2686112
1925,Cloud Storage,Chainbing,chainbing,CBG,10000000000
1926,DeFi,cVault.finance,cvault-finance,CORE,10000
1927,DeFi,Lua Token,lua-token,LUA,245130405.8244618
1928,DeFi,Bonded Finance,bonded-finance,BOND,1000000000
1929,Lending,Stater,stater,STR,100000000
1930,Gaming,Eight Hours,eight-hours,EHRT,0
1931,Decentralized Exchange,FOX Token,fox-token,FOX,1000001337
1932,DeFi,Bidao,bidao,BID,2650000000
1933,,Netbox Coin,netbox-coin,NBX,80571489.35202833
